Date,Tweet,Stock Name,Company Name,cleaned_tweet
2022-05-05 13:33:16+00:00,"$AAPL 163 may be a good intraday support and could support $spy (intraday) 

Now 164 and 4245 

For bears they will need to take out 162 on $aapl me thinks for intraday softness below that imo",AAPL,Apple Inc.,aapl 163 may be a good intraday support and could support spy intraday now 164 and 4245 for bears they will need to take out 162 on aapl me thinks for intraday softness below that imo
2022-04-29 15:05:46+00:00,"i've identified a very tradeable intraday pattern that has been occurring in indices this week. 
1.very quick uptrend
2.topping candle
3.quick spike higher to key whole/half #
4. hard reversal
$QQQ $AAPL https://t.co/k2iSmxE5ZY",AAPL,Apple Inc.,ive identified a very tradeable intraday pattern that has been occurring in indices this week 1very quick uptrend 2topping candle 3quick spike higher to key wholehalf 4 hard reversal qqq aapl
2022-03-30 19:35:01+00:00,"To answer some questions :

I scalp options intraday using a mean reversion system I created.

I trade mostly $AAPL and $SPY on my small account. They're my favorite tickers. Really great volume, spreads, and varying strike costs for any account size.",AAPL,Apple Inc.,to answer some questions i scalp options intraday using a mean reversion system i created i trade mostly aapl and spy on my small account theyre my favorite tickers really great volume spreads and varying strike costs for any account size
2022-01-04 07:10:47+00:00,"Shares of Apple (AAPL) reached as high as $182.88in intraday trading.. 

Apple Inc. briefly touched $3 trillion in market value, making it the first U.S. company to do so.

READ MORE: https://t.co/VQnUO5O18t https://t.co/941Zw0QNt8",AAPL,Apple Inc.,shares of apple aapl reached as high as 18288in intraday trading apple inc briefly touched 3 trillion in market value making it the first us company to do so read more
2022-01-03 19:21:17+00:00,"AAPL just hit $3 trillion market cap intraday which we view as another watershed event for Cupertino and Big Tech. Being the first company to join the $3 trillion club is a ""flex the muscles moment"" for Cook &amp; Co. as the valuation re-rating continues into 2022 despite Fed jitters",AAPL,Apple Inc.,aapl just hit 3 trillion market cap intraday which we view as another watershed event for cupertino and big tech being the first company to join the 3 trillion club is a flex the muscles moment for cook amp co as the valuation rerating continues into 2022 despite fed jitters
2022-01-03 04:23:39+00:00,"Going to be a busy week for me so here are some setups I am watching for strictly swing plays (no scalps/intraday)

Bullish 
$SNOW
$F
$PLUG
$OVV
$NVDA

Bearish 
$FUTU
$KO
$AAPL

#driplist",AAPL,Apple Inc.,going to be a busy week for me so here are some setups i am watching for strictly swing plays no scalpsintraday bullish snow f plug ovv nvda bearish futu ko aapl
2021-12-01 13:28:19+00:00,"#driplist intraday/scalp 

Bull 
$PANW
$LYFT
$MA
$BA
$UAA
$MU
$XPEV
$AAPL 

Bear 
$CRM
$SNOW
$EBAY",AAPL,Apple Inc.,intradayscalp bull panw lyft ma ba uaa mu xpev aapl bear crm snow ebay
2021-11-22 13:00:00+00:00,"🚨OUT NOW🚨

Tutorial video for how I trade options using @unusualwhales featuring:

🐳general overview
🐳pre/post market setup
🐳intraday setup
🐳examples from $AAPL and $QS

Great tool for traders that has helped me take my game to the next level. 

🤝💎
https://t.co/i7EuwShxif",AAPL,Apple Inc.,out now tutorial video for how i trade options using featuring general overview prepost market setup intraday setup examples from aapl and qs great tool for traders that has helped me take my game to the next level
2021-11-18 14:00:09+00:00,"#driplist intraday/scalp

Bullish
$LEN
$MRNA
$NKE
$MA
$AAPL
$GOOGL
$NVDA
$BA

Bearish 
$AFRM
$ROKU
$UPST",AAPL,Apple Inc.,intradayscalp bullish len mrna nke ma aapl googl nvda ba bearish afrm roku upst
2022-07-16 00:30:56+00:00,Do post like this and that $Nflx tweet help you guys ? $Rblx .09-.21 in about 10mins. I won’t do it if not helping intraday….. https://t.co/w8r1XFltnW,NFLX,"Netflix, Inc.",do post like this and that nflx tweet help you guys rblx 0921 in about 10mins i wont do it if not helping intraday
2021-12-13 14:14:24+00:00,"#driplist intraday 

Bear 
$PTON 
$NFLX 
$INCY
$CHKP

Bull 
$HD
$LOW 
$NVAX",NFLX,"Netflix, Inc.",intraday bear pton nflx incy chkp bull hd low nvax
2021-11-22 13:27:41+00:00,"#driplist intraday/scalps 

Bull
$ADBE
$GME
$XPEV
$ETSY
$PANW 
$PLUG
$TSM
$CCJ
$NVDA

Bear
$DWAC
$BA

Watching 
$AMAT",TSM,Taiwan Semiconductor Manufacturing Company Limited,intradayscalps bull adbe gme xpev etsy panw plug tsm ccj nvda bear dwac ba watching amat
2022-03-01 02:37:10+00:00,"$COST earnings on 3rd. Can see run up on it. Above 523, 535+ intraday. Watching it this week!",COST,Costco Wholesale Corporation,cost earnings on 3rd can see run up on it above 523 535 intraday watching it this week
2022-01-18 13:38:26+00:00,"Good morning 

#driplist intraday 

Bull 
$HFC
$OVV
$MPW
$CPB
$SPLK 

Bear 
$MRNA
$PYPL
$DWAC

Watching 
$BA $COST $RBLX $CVNA",COST,Costco Wholesale Corporation,good morning intraday bull hfc ovv mpw cpb splk bear mrna pypl dwac watching ba cost rblx cvna
2021-11-16 14:06:11+00:00,"#driplist scalp/intraday 

Bullish
$NKE
$EXPE
$BA
$EXC
$XPEV
$UBER
$ZM

Bearish 
$NVDA
$LCID
$QQQ

Overall leaning bearish today, hope I am wrong",BA,The Boeing Company,scalpintraday bullish nke expe ba exc xpev uber zm bearish nvda lcid qqq overall leaning bearish today hope i am wrong
2022-02-20 19:25:04+00:00,"I am pleased to announce if I am now bullish 😊 on $PLTR #palantir and $SQ and $PYPL.. 

Read to find out … 

#StocksToBuy #StockMarket #Nifty 

https://t.co/lUqNJqEpoI",PYPL,"PayPal Holdings, Inc.",i am pleased to announce if i am now bullish on pltr and sq and pypl read to find out
2022-01-31 20:12:34+00:00,$NIO is up more than 25% from Friday's intraday low,NIO,NIO Inc.,nio is up more than 25 from fridays intraday low
2021-11-29 14:07:39+00:00,"#driplist Intraday/scalp 

Bull 
$CRWD
$PANW
$UPST
$AFRM
$COIN
$XPEV

Bear 
$ZM
$BABA
$YELP

Watching $MRNA",XPEV,XPeng Inc.,intradayscalp bull crwd panw upst afrm coin xpev bear zm baba yelp watching mrna
